Naive Bayes,0.1429,0.2,0.1538,0.5231,0.1667,0.04,0.5231
Decision Tree,0.1905,0.8,0.4359,0.6821,0.3077,0.2313,0.6821
Nearest Centroid,0.25,0.4,0.1538,0.6231,0.3077,0.2025,0.6231
Naive Bayes,0.25,0.3333,0.1579,0.5877,0.2857,0.1561,0.5877
Decision Tree,0.0556,0.1667,0.4474,0.3596,0.0833,-0.1959,0.3596
Nearest Centroid,0.2,0.3333,0.2105,0.5614,0.25,0.1006,0.5614
Naive Bayes,0.2,0.1667,0.1081,0.5293,0.1818,0.0633,0.5293
Decision Tree,0.1739,0.6667,0.5135,0.5766,0.2759,0.1064,0.5766
Nearest Centroid,0.1538,0.3333,0.2973,0.518,0.2105,0.0272,0.518
Naive Bayes,0.3333,0.1111,0.0588,0.5261,0.1667,0.0835,0.5261
Decision Tree,0.2609,0.6667,0.5,0.5833,0.375,0.1359,0.5833
Nearest Centroid,0.3333,0.3333,0.1765,0.5784,0.3333,0.1569,0.5784
Naive Bayes,0.24,0.5455,0.5938,0.4759,0.3333,-0.0427,0.4759
Decision Tree,0.1739,0.3636,0.5938,0.3849,0.2353,-0.2013,0.3849
Nearest Centroid,0.2,0.0909,0.125,0.483,0.125,-0.0464,0.483
Naive Bayes Mean,0.2332,0.2713,0.2145,0.5284,0.2268,0.06,0.5284
Decision Tree Mean,0.171,0.5327,0.4981,0.5173,0.2554,0.0153,0.5173
Nearest Centroid Mean,0.2274,0.2982,0.1926,0.5528,0.2453,0.0882,0.5528
